"scientificname","commonname","taxonomicrank","matchmethod","taxonomicgroup","scientificnames_submitted","statelist_2005","statelist_2015","sgcn2005","sgcn2015","listingStatus","kingdom","phylum","class","order","family","genus"
"Kinosternon baurii","Striped Mud Turtle","Species","Exact Match","Reptiles","Kinosternon baurii","Florida,North Carolina,South Carolina","Florida,North Carolina,South Carolina",3,3,NA,"Animalia","Chordata","Reptilia","Testudines","Kinosternidae","Kinosternon"
"Kinosternon flavescens","Yellow Mud Turtle","Species","Exact Match","Reptiles","Kinosternon flavescens","Arizona,Colorado,Illinois,Iowa,Missouri,Nebraska","Arizona,Colorado,Illinois,Iowa,Missouri",6,5,NA,"Animalia","Chordata","Reptilia","Testudines","Kinosternidae","Kinosternon"
"Kinosternon hirtipes murrayi","Chihuahuan mudturtle","Subspecies","Exact Match","Reptiles","Kinosternon hirtipes murrayi","","Texas",0,1,"Species of Concern","Animalia","Chordata","Reptilia","Testudines","Kinosternidae","Kinosternon"
"Kinosternon subrubrum","Eastern Mud Turtle","Species","Exact Match","Reptiles","Kinosternon subrubrum","District of Columbia,Illinois,Indiana,Kentucky,New York","District of Columbia,Indiana,Kentucky",5,3,NA,"Animalia","Chordata","Reptilia","Testudines","Kinosternidae","Kinosternon"
"Kleptochthonius","(a cave obligate pseudoscorpion)","Genus","Exact Match","Arachnids","Kleptochthonius sp.,Kleptochthonius sp. 3,Kleptochthonius sp. 4,Kleptochthonius sp. 5,Kleptochthonius sp. 6","Tennessee","Tennessee",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius affinis","(a cave obligate pseudoscorpion)","Species","Exact Match","Arachnids","Kleptochthonius affinis","Tennessee","Tennessee",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius anophthalmus","A cave pseudoscorpion","Species","Exact Match","Arachnids","Kleptochthonius anophthalmus","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius barri","(a cave obligate pseudoscorpion)","Species","Exact Match","Arachnids","Kleptochthonius barri","Tennessee","Tennessee",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius binoculatus","A cave pseudoscorpion","Species","Exact Match","Arachnids","Kleptochthonius binoculatus","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius charon","(a cave obligate pseudoscorpion)","Species","Exact Match","Arachnids","Kleptochthonius charon","Tennessee","Tennessee",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius daemonius","(a cave obligate pseudoscorpion)","Species","Exact Match","Arachnids","Kleptochthonius daemonius","Tennessee","Tennessee",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius gertschi","Gertsch's cave pseudoscorpion","Species","Exact Match","Arachnids","Kleptochthonius gertschi","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius henroti","Greenbrier Valley Cave Pseudoscorpion","Species","Exact Match","Arachnids","Kleptochthonius henroti","West Virginia","West Virginia",1,1,"Species of Concern","Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius hetricki","Organ Cave Pseudoscorpion","Species","Exact Match","Arachnids","Kleptochthonius hetricki","West Virginia","West Virginia",1,1,"Species of Concern","Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius infernalis","(a cave obligate pseudoscorpion)","Species","Exact Match","Arachnids","Kleptochthonius infernalis","Tennessee","Tennessee",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius lutzi","Lutz's cave pseudoscorpion","Species","Exact Match","Arachnids","Kleptochthonius lutzi","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius magnus","(a cave obligate pseudoscorpion)","Species","Exact Match","Arachnids","Kleptochthonius magnus","Tennessee","Tennessee",1,1,"Status Undefined","Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius myopius","(a cave obligate pseudoscorpion)","Species","Exact Match","Arachnids","Kleptochthonius myopius","Tennessee","Tennessee",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius orpheus","Orpheus Cave Pseudoscorpion","Species","Exact Match","Arachnids","Kleptochthonius orpheus","West Virginia","West Virginia",1,1,"Species of Concern","Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius pluto","(a cave obligate pseudoscorpion)","Species","Exact Match","Arachnids","Kleptochthonius pluto","Tennessee","Tennessee",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius polychaetus","Shenandoah pseudoscorpion","Species","Exact Match","Arachnids","Kleptochthonius polychaetus","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius proserpinae","Proserpina Cave Pseudoscorpion","Species","Exact Match","Arachnids","Kleptochthonius proserpinae","West Virginia","West Virginia",1,1,"Species of Concern","Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius proximosetus","A cave pseudoscorpion","Species","Exact Match","Arachnids","Kleptochthonius proximosetus","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius regulus","A cave pseudoscorpion","Species","Exact Match","Arachnids","Kleptochthonius regulus","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius rex","(a cave obligate pseudoscorpion)","Species","Exact Match","Arachnids","Kleptochthonius rex","Tennessee","Tennessee",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius similis","A cave pseudoscorpion","Species","Fuzzy Match","Arachnids","Kleptochthonius similes,Kleptochthonius similis","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius stygius","(a cave obligate pseudoscorpion)","Species","Exact Match","Arachnids","Kleptochthonius stygius","Tennessee","Tennessee",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Kleptochthonius tantalus","(a cave obligate pseudoscorpion)","Species","Exact Match","Arachnids","Kleptochthonius tantalus","Tennessee","Tennessee",1,1,"Status Undefined","Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Chthoniidae","Kleptochthonius"
"Koeleria macrantha","June Grass","Species","Exact Match","Plants","Koeleria macrantha","","Louisiana",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Koeleria"
"Kogia breviceps","Pygmy Sperm Whale","Species","Exact Match","Mammals","Kogia breviceps,Koiga breviceps","Florida,Guam,Hawaii,Puerto Rico,South Carolina,Texas","Hawaii,South Carolina,Texas",6,3,NA,"Animalia","Chordata","Mammalia","Cetacea","Kogiidae","Kogia"
"Kogia sima","Dwarf sperm whale","Species","Fuzzy Match","Mammals","Kogia sima,Kogia simus,Koiga sima","Florida,Guam,Hawaii,South Carolina,Texas","Hawaii,South Carolina,Texas",5,3,NA,"Animalia","Chordata","Mammalia","Cetacea","Kogiidae","Kogia"
"Kricogonia lyside","Lyside Sulphur","Species","Exact Match","Insects","Kricogonia lyside","","Florida",0,1,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Kricogonia"
"Krigia montana","False Dandelion","Species","Exact Match","Plants","Krigia montana","","South Carolina,Tennessee",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Krigia"
"Labidesthes sicculus","Brook silverside","Species","Exact Match","Fish","Labidesthes sicculus","North Carolina,Virginia","Iowa,Virginia",2,2,NA,"Animalia","Chordata","Teleostei","Atheriniformes","Atherinopsidae","Labidesthes"
"Laccophilus schwarzi","Schwarz' diving beetle","Species","Exact Match","Insects","Laccophilus schwarzi","Maryland,Virginia","Virginia",2,1,"Resolved Taxon","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Laccophilus"
"Lachnanthes caroliniana","Carolina Redroot","Species","Fuzzy Match","Plants","Lachnanthes caroliana,Lachnanthes caroliniana","","Massachusetts,Tennessee",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Commelinales","Haemodoraceae","Lachnanthes"
"Lachnocaulon anceps","Bog Buttons","Species","Exact Match","Plants","Lachnocaulon anceps","","Tennessee",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Eriocaulaceae","Lachnocaulon"
"Lachnocaulon beyrichianum","Southern Bog-Button","Species","Exact Match","Plants","Lachnocaulon beyrichianum","Georgia","Georgia",1,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Poales","Eriocaulaceae","Lachnocaulon"
"Lachnocaulon digynum","Tiny bog button","Species","Exact Match","Plants","Lachnocaulon digynum","","Louisiana,Texas",0,2,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Poales","Eriocaulaceae","Lachnocaulon"
"Lachnocaulon minus","Small's Bog Button","Species","Exact Match","Plants","Lachnocaulon minus","","South Carolina",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Eriocaulaceae","Lachnocaulon"
"Lachnodactyla texana","no common name","Species","Exact Match","Insects","Lachnodactyla texana,Lachnodactyla texana (Schaeffer)","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Ptilodactylidae","Lachnodactyla"
"Ladona deplanata","Blue corporal","Species","Exact Match","Insects","Ladona deplanata,Libellula deplanata","Connecticut,Delaware,Ohio,Pennsylvania,West Virginia","Connecticut,Pennsylvania,West Virginia",5,3,NA,"Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Ladona"
"Ladona exusta","white corporal","Species","Fuzzy Match","Insects","Ladona exusta,Libellula exusta","Maryland,Pennsylvania,Vermont,Virginia","Maryland,Pennsylvania,Virginia",4,3,NA,"Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Ladona"
"Ladona julia","Chalk-fronted corporal skimmer","Species","Exact Match","Insects","Ladona julia,Libellula julia","Maryland,Ohio,Virginia,West Virginia","Maryland,Ohio,Virginia",4,3,NA,"Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Ladona"
"Laennecia turnerorum","Turner's horseweed","Species","Exact Match","Plants","Laennecia turnerorum","","Texas",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Laennecia"
"Laeonereis culveri","Culver's sandworm","Species","Exact Match","Other Invertebrates","Laeonereis culveri","South Carolina","South Carolina",1,1,NA,"Animalia","Annelida","Errantia","Phyllodocida","Nereididae","Laeonereis"
"Lamna nasus","Porbeagle shark","Species","Exact Match","Fish","Lamna nasus","New York,Texas","Delaware,Maine,New Jersey,New York,Texas",2,5,NA,"Animalia","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Lamna"
"Lampetra aepyptera","Least Brook Lamprey","Species","Exact Match","Fish","Lampetra aepyptera","Arkansas,Delaware,Illinois,Maryland,North Carolina,Virginia,West Virginia","Arkansas,Delaware,Georgia,Illinois,Missouri,North Carolina,Ohio,Pennsylvania,Virginia",7,9,NA,"Animalia","Chordata","Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Lampetra"
"Lampropeltis calligaster","Prairie Kingsnake","Species","Exact Match","Reptiles","Lampropeltis calligaster","Florida,Iowa,Nebraska","Florida,Iowa,Nebraska",3,3,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Lampropeltis"
"Lampropeltis calligaster calligaster","Prairie Kingsnake","Subspecies","Exact Match","Reptiles","Lampropeltis calligaster calligaster","Alabama,Mississippi","Mississippi",2,1,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Lampropeltis"
"Lampropeltis calligaster rhombomaculata","Mole Kingsnake","Subspecies","Exact Match","Reptiles","Lampropeltis calligaster rhombomaculata","Louisiana,Mississippi,North Carolina","Maryland,Mississippi,North Carolina",3,3,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Lampropeltis"
"Lampropeltis getula","Speckled Kingsnake","Species","Fuzzy Match","Reptiles","Lampropeltis getula,Lampropeltis getulus","Colorado,Delaware,Florida,Iowa,Nebraska,Oregon,Utah","Alabama,Delaware,Florida,Maryland,West Virginia",7,5,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Lampropeltis"
"Lampropeltis getula nigra","Black Kingsnake","Subspecies","Exact Match","Reptiles","Lampropeltis getula nigra","Mississippi,Ohio,Virginia","Mississippi,Ohio",3,2,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Lampropeltis"
"Lampropeltis getula sticticeps","Outer Banks Kingsnake","Subspecies","Exact Match","Reptiles","Lampropeltis getula sticticeps","North Carolina","North Carolina",1,1,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Lampropeltis"
"Lampropeltis triangulum","Milksnake","Species","Exact Match","Reptiles","Lampropeltis triangulum,Lampropeltis triangulum (Cochise County),Lampropeltis t. triangulum","Delaware,Kansas,Minnesota,Montana,New Mexico,Ohio,South Carolina,Utah","Arizona,Colorado,Delaware,South Carolina",8,4,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Lampropeltis"
"Lampropeltis triangulum amaura","Louisiana Milksnake","Subspecies","Exact Match","Reptiles","Lampropeltis triangulum amaura","Oklahoma","Oklahoma",1,1,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Lampropeltis"
"Lampropeltis triangulum elapsoides","Scarlet Kingsnake","Subspecies","Exact Match","Reptiles","Lampropeltis triangulum elapsoides","Kentucky,Louisiana,North Carolina","Kentucky,North Carolina",3,2,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Lampropeltis"
"Lampropeltis triangulum syspila","Red Milk Snake","Subspecies","Exact Match","Reptiles","Lampropeltis triangulum syspila","Mississippi","Mississippi",1,1,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Lampropeltis"
"Lampropeltis triangulum triangulum","Coastal plain milk snake","Subspecies","Fuzzy Match","Reptiles","Lampropeltis triangulum temporalis,Lampropeltis triangulum triangulum,Lampropeltis triangulum triangulum x L. t. elapsoides","New Jersey","North Carolina",1,1,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Lampropeltis"
"Lampsilis","Chameleon Lampmussel","Genus","Exact Match","Mollusks","Lampsilis sp. 2,Lampsilis sp. A cf hydiana,Lampsilis sp. B cf hydiana","","Arkansas,North Carolina",0,2,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Lampsilis"
"Lampsilis abrupta","Pink Mucket","Species","Exact Match","Mollusks","Lampsilis abrupta","Alabama,Arkansas,Illinois,Indiana,Kentucky,Louisiana,Missouri,New York,Ohio,Tennessee,Virginia,West Virginia","Alabama,Arkansas,Illinois,Indiana,Kentucky,Louisiana,Missouri,Ohio,Pennsylvania,Tennessee,Virginia,West Virginia",12,12,"Endangered","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Lampsilis"
"Lampsilis bracteata","Texas fatmucket","Species","Exact Match","Mollusks","Lampsilis bracteata","Texas","Texas",1,1,"Candidate","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Lampsilis"
"Lampsilis cardium","Plain Pocketbook","Species","Exact Match","Mollusks","Lampsilis cardim,Lampsilis cardium","Kansas,Louisiana,Mississippi,Nebraska,Oklahoma,Wyoming","Kansas,Louisiana,Mississippi,Nebraska,New York,Oklahoma,West Virginia,Wyoming",6,8,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Lampsilis"
"Lampsilis cariosa","Yellow Lampmussel","Species","Exact Match","Mollusks","Lampsilis cariosa","Connecticut,Delaware,District of Columbia,Maine,Maryland,Massachusetts,New Jersey,New York,North Carolina,Pennsylvania,South Carolina,Virginia,West Virginia","Connecticut,Delaware,District of Columbia,Georgia,Maine,Maryland,Massachusetts,New Jersey,New York,North Carolina,Pennsylvania,South Carolina,Virginia,West Virginia",13,14,"Species of Concern","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Lampsilis"
"Lampsilis fasciola","Wavy-rayed Lampmussel","Species","Exact Match","Mollusks","Lampsilis fasciola","Illinois,Indiana,Michigan,New York,North Carolina,Ohio,West Virginia","Illinois,Indiana,Michigan,New York,West Virginia",7,5,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Lampsilis"
"Lampsilis floridensis","Yellow Sandshell","Species","Exact Match","Mollusks","Lampsilis floridensis","","Florida",0,1,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Lampsilis"
"Lampsilis fullerkati","Waccamaw Fatmucket","Species","Exact Match","Mollusks","Lampsilis fullerkati","North Carolina","North Carolina",1,1,"Under Review in the Candidate or Petition Process","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Lampsilis"
"Lampsilis higginsii","Higgins Eye","Species","Exact Match","Mollusks","Lampsilis higginsi,Lampsilis higginsii","Illinois,Iowa,Minnesota,Missouri,Nebraska,South Dakota,Wisconsin","Illinois,Iowa,Minnesota,Missouri,Nebraska,South Dakota,Wisconsin",7,7,"Endangered","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Lampsilis"
"Lampsilis hydiana","Louisiana Fatmucket","Species","Exact Match","Mollusks","Lampsilis hydiana","Arkansas,Mississippi,Oklahoma","Illinois,Mississippi,Oklahoma",3,3,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Lampsilis"
"Lampsilis ornata","Southern Pocketbook","Species","Exact Match","Mollusks","Lampsilis ornata","Arkansas,Florida,Louisiana","Arkansas,Florida,Louisiana",3,3,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Lampsilis"
"Lampsilis ovata","Pocketbook","Species","Exact Match","Mollusks","Lampsilis ovata","Kentucky,New York,Ohio,Pennsylvania,Vermont,Virginia,West Virginia","Illinois,Kentucky,New York,Ohio,Pennsylvania,Vermont,Virginia,West Virginia",7,8,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Lampsilis"
"Lampsilis powellii","Arkansas Fatmucket","Species","Exact Match","Mollusks","Lampsilis powellii","Arkansas","Arkansas",1,1,"Threatened","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Lampsilis"
