"scientificname","commonname","taxonomicrank","matchmethod","taxonomicgroup","scientificnames_submitted","statelist_2005","statelist_2015","sgcn2005","sgcn2015","listingStatus","kingdom","phylum","class","order","family","genus"
"Oceanodroma tristrami","Tristram's storm petrel","Species","Exact Match","Birds","Oceanodroma tristrami","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Oceanodroma"
"Ochlodes yuma","Yuma skipper","Species","Exact Match","Insects","Ochlodes yuma","Washington","Washington",1,1,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes"
"Ochotona princeps","American Pika","Species","Exact Match","Mammals","Ochotona princeps,Ochotona princips","Nevada,Utah","California,Colorado,Nevada,New Mexico,Oregon,Utah,Washington,Wyoming",2,8,NA,"Animalia","Chordata","Mammalia","Lagomorpha","Ochotonidae","Ochotona"
"Ochrosia haleakalae","no common name","Species","Exact Match","Plants","Ochrosia haleakalae","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Ochrosia"
"Ochrosia kilaueaensis","no common name","Species","Exact Match","Plants","Ochrosia kilaueaensis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Ochrosia"
"Octopus cyanea","Day Octopus","Species","Exact Match","Mollusks","Octopus cyanea","Northern Mariana Islands","Northern Mariana Islands",1,1,NA,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Octopus"
"Octopus hawaiiensis","Hawaiian octopus, hee","Species","Exact Match","Other Invertebrates","Octopus hawaiiensis","Hawaii","Hawaii",1,1,NA,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Octopus"
"Odocoileus virginianus leucurus","Columbian white-tailed deer","Subspecies","Exact Match","Mammals","Odocoileus virginianus leucurus","Washington","Oregon,Washington",1,2,"Threatened","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus"
"Odonata","Damselflies, Dragonflies","Order","Exact Match","Insects","Odonata,Odonata  1,Odonata  4","Alaska,Hawaii","Alaska,Hawaii",2,2,NA,"Animalia","Arthropoda","Insecta","Odonata",NA,NA
"Oeneis nevadensis gigas","Great arctic","Subspecies","Exact Match","Insects","Oeneis nevadensis gigas","Washington","Washington",1,1,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Oeneis"
"Oenothera wolfii","Wolf’s evening-primrose","Species","Exact Match","Plants","Oenothera wolfii","Oregon","California,Oregon",1,2,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera"
"Ogaridiscus subrupicola","Southern Tightcoil","Species","Exact Match","Mollusks","Ogaridiscus subrupicola","Utah","Idaho,Utah",1,2,"Resolved Taxon","Animalia","Mollusca","Gastropoda","Stylommatophora","Zonitidae","Ogaridiscus"
"Oncopodura alpa","Malheur Cave Springtail","Species","Fuzzy Match","Other Invertebrates","Oncopodura mala","Oregon","Oregon",1,1,NA,"Animalia","Arthropoda","Collembola","Collembola","Oncopoduridae","Oncopodura"
"Oncorhynchus clarkii clarkii","Coast Cutthroat Trout","Subspecies","Fuzzy Match","Fish","Oncorhynchus clarki clarki,Oncorhynchus clarkii clarkii","California","Alaska,California,Oregon",1,3,"Original Data in Error - Taxonomic Revision","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus"
"Oncorhynchus clarkii henshawi","Lahontan Cutthroat Trout - Quinn/BlackRock and Upper Humboldt Distinct Population Segment","Subspecies","Exact Match","Fish","Oncorhynchus clarki henshawi,Oncorhynchus clarki henshawi 38,Oncorhynchus clarki henshawi 39,Oncorhynchus clarkii henshawi,Oncorhynchus clarkii henshawi 4,Oncorhynchus clarkii henshawi 5","California,Nevada,Oregon,Utah","California,Nevada,Oregon",4,3,"Threatened","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus"
"Oncorhynchus clarkii lewisi","Westslope Cutthroat Trout","Subspecies","Fuzzy Match","Fish","Oncorhynchus clarkii lewisi,Oncorhynchus clarki lewisi","Idaho,Montana,Oregon,Washington,Wyoming","Montana,Oregon,Washington",5,3,"Original Data in Error - Taxonomic Revision","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus"
"Oncorhynchus keta","Hood Canal summer chum salmon ESU","Species","Exact Match","Fish","Oncorhynchus keta,Oncorhynchus keta 11,Oncorhynchus keta 12,Oncorhynchus keta 23,Oncorhynchus keta 24,Oncorhynchus keta pop. 2,Oncorhynchus keta pop. 3","California,Oregon","Alaska,Oregon,Washington",2,3,"Threatened","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus"
"Oncorhynchus kisutch","Coho Salmon - Central California ESU","Species","Exact Match","Fish","Oncorhnchus kisutch 13,Oncorhnchus kisutch 14,Oncorhnchus kisutch 15,Oncorhynchus kisutch,Oncorhynchus kisutch 1,Oncorhynchus kisutch 2,Oncorhynchus kisutch 25,Oncorhynchus kisutch 26,Oncorhynchus kisutch 27,Oncorhynchus kisutch 28,Oncorhynchus kisutch 3,Oncorhynchus kisutch 4,Oncorhynchus kisutch 5,Oncorhynchus kisutch pop. 1","California,Oregon","Alaska,California,Oregon,Washington",2,4,"Threatened","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus"
"Oncorhynchus mykiss","Oregon Basins redband trout (Catlow Valley redband trout SMU)","Species","Exact Match","Fish","Oncorhynchus mykiss,Oncorhynchus mykiss 10,Oncorhynchus mykiss 11,Oncorhynchus mykiss 12,Oncorhynchus mykiss 16,Oncorhynchus mykiss 17,Oncorhynchus mykiss 18,Oncorhynchus mykiss 19,Oncorhynchus mykiss 2,Oncorhynchus mykiss 20,Oncorhynchus mykiss 21,Oncorhynchus mykiss 22,Oncorhynchus mykiss 23,Oncorhynchus mykiss 24,Oncorhynchus mykiss 25,Oncorhynchus mykiss 26,Oncorhynchus mykiss 27,Oncorhynchus mykiss 28,Oncorhynchus mykiss 29,Oncorhynchus mykiss 3,Oncorhynchus mykiss 30,Oncorhynchus mykiss 31,Oncorhynchus mykiss 6,Oncorhynchus mykiss 7,Oncorhynchus mykiss 8,Oncorhynchus mykiss 9,Oncorhynchus mykiss/Oncorhynchus mykiss gairdneri 43,Oncorhynchus mykiss/Oncorhynchus mykiss gairdneri 44,Oncorhynchus mykiss/Oncorhynchus mykiss irideus 40,Oncorhynchus mykiss/Oncorhynchus mykiss irideus 41,Oncorhynchus mykiss/Oncorhynchus mykiss irideus 42,Oncorhynchus mykiss/Oncorhynchus mykiss irideus 45,Oncorhynchus mykiss/Oncorhynchus mykiss irideus 46,Oncorhynchus mykiss pop. 12,Oncorhynchus mykiss pop. 13,Oncorhynchus mykiss pop. 14,Oncorhynchus mykiss pop. 17,Oncorhynchus mykiss pop. 37,Oncorhynchus mykiss pop. 4,Oncorhynchus mykiss ssp. 1,Oncorhynchus mykiss ssp. 2,Oncorhynchus mykiss ssp. 3","California,New Jersey,Oregon","Alaska,California,Idaho,Nevada,Oregon,Washington",3,6,NA,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus"
"Oncorhynchus mykiss gairdnerii","Columbia River Redband Trout","Subspecies","Fuzzy Match","Fish","Oncorhynchus mykiss gairdneri,Oncorhynchus mykiss gairdneri 3,Oncorhynchus mykiss gairdneri 4","Idaho,Montana,Oregon,Washington","Montana,Washington",4,2,NA,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus"
"Oncorhynchus nerka","Sockeye Salmon (Snake River ESU)","Species","Exact Match","Fish","Oncorhynchus nerka,Oncorhynchus nerka 5,Oncorhynchus nerka 6,Oncorhynchus nerka pop. 2","Idaho","Alaska,Idaho,Washington",1,3,NA,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus"
"Oncorhynchus tshawytscha","Chinook Salmon (Snake River spring/summer-run ESU)","Species","Exact Match","Fish","Oncorhynchus tshawytscha,Oncorhynchus tshawytscha 1,Oncorhynchus tshawytscha 10,Oncorhynchus tshawytscha 11,Oncorhynchus tshawytscha 12,Oncorhynchus tshawytscha 13,Oncorhynchus tshawytscha 14,Oncorhynchus tshawytscha 15,Oncorhynchus tshawytscha 16,Oncorhynchus tshawytscha 17,Oncorhynchus tshawytscha 18,Oncorhynchus tshawytscha 19,Oncorhynchus tshawytscha 2,Oncorhynchus tshawytscha 20,Oncorhynchus tshawytscha 21,Oncorhynchus tshawytscha 22,Oncorhynchus tshawytscha 32,Oncorhynchus tshawytscha 33,Oncorhynchus tshawytscha 34,Oncorhynchus tshawytscha 35,Oncorhynchus tshawytscha 36,Oncorhynchus tshawytscha 37,Oncorhynchus tshawytscha 7,Oncorhynchus tshawytscha 8,Oncorhynchus tshawytscha pop. 1,Oncorhynchus tshawytscha pop. 12,Oncorhynchus tshawytscha pop. 15,Oncorhynchus tshawytscha pop. 2,Oncorhynchus tshawytscha pop. 8","California,Idaho,Oregon","Alaska,California,Idaho,Oregon,Washington",3,5,NA,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus"
"Onychoprion fuscatus","Sooty Tern","Species","Exact Match","Birds","Onychoprion fuscatus,Sterna fuscata","Florida,Hawaii,Virgin Islands","Florida,Hawaii,Louisiana,Texas",3,4,NA,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Onychoprion"
"Onychoprion lunatus","gray-backed tern, pakalakala","Species","Fuzzy Match","Birds","Sterna lunata","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Onychoprion"
"Ophichthus fowleri","Fowler's snake eel","Species","Exact Match","Fish","Ophichthus fowleri","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Ophichthus"
"Ophichthus kunaloa","no common name","Species","Exact Match","Fish","Ophichthus kunaloa","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Ophichthus"
"Ophiodon elongatus","Lingcod","Species","Exact Match","Fish","Ophiodon elongatus,Ophiodon elongates","","Alaska,Oregon",0,2,NA,"Animalia","Chordata","Teleostei","Scorpaeniformes","Hexagrammidae","Ophiodon"
"Orcinus orca","Killer whale","Species","Exact Match","Mammals","Orcinus orca","Alaska,American Samoa,Guam,Hawaii,Puerto Rico,Texas,Washington","Alaska,California,Hawaii,Oregon,Texas,Washington",7,6,"Endangered","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Orcinus"
"Oreamnos americanus","Mountain Goat","Species","Exact Match","Mammals","Oreamnos americanus","Idaho","Idaho",1,1,NA,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Oreamnos"
"Oregonichthys crameri","Oregon Chub","Species","Exact Match","Fish","Oregonichthys crameri","Oregon","Oregon",1,1,"Recovery","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Oregonichthys"
"Oregonichthys kalawatseti","Umpqua Chub","Species","Exact Match","Fish","Oregonichthys kalawatseti","Oregon","Oregon",1,1,"Species of Concern","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Oregonichthys"
"Oreobolus furcatus","no common name","Species","Exact Match","Plants","Oreobolus furcatus","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Oreobolus"
"Oreohelix","Limestone Point mountainsnail","Genus","Exact Match","Mollusks","Oreohelix n. sp.,Oreohelix n. spp.  1,Oreohelix n. spp.  2,Oreohelix sp. 1,Oreohelix sp. 18 (O. idahoensis baileyi)","","Washington",0,1,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Oreohelicidae","Oreohelix"
"Oreohelix hammeri","Seven Devils Mountainsnail","Species","Exact Match","Mollusks","Oreohelix hammeri","Idaho","Idaho",1,1,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Oreohelicidae","Oreohelix"
"Oreohelix haydeni","Lyrate Mountainsnail","Species","Exact Match","Mollusks","Oreohelix haydeni","Idaho,Utah","Idaho,Utah",2,2,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Oreohelicidae","Oreohelix"
"Oreohelix idahoensis","Costate Mountainsnail","Species","Exact Match","Mollusks","Oreohelix idahoensis","Idaho","Idaho",1,1,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Oreohelicidae","Oreohelix"
"Oreohelix intersum","Deep Slide Mountainsnail","Species","Exact Match","Mollusks","Oreohelix intersum","Idaho","Idaho",1,1,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Oreohelicidae","Oreohelix"
"Oreohelix jugalis","Boulder Pile Mountainsnail","Species","Exact Match","Mollusks","Oreohelix jugalis","Idaho","Idaho",1,1,"Species of Concern","Animalia","Mollusca","Gastropoda","Stylommatophora","Oreohelicidae","Oreohelix"
"Oreohelix peripherica","Deseret Mountainsnail","Species","Exact Match","Mollusks","Oreohelix peripherica","Utah","Idaho,Utah",1,2,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Oreohelicidae","Oreohelix"
"Oreohelix strigosa goniogyra","Striate Mountainsnail","Unknown Taxonomic Rank","Legacy Match","Mollusks","Oreohelix strigosa goniogyra","Idaho","Idaho",1,1,"Species of Concern",NA,NA,NA,NA,NA,NA
"Oreohelix tenuistriata","Thin-ribbed Mountainsnail","Species","Exact Match","Mollusks","Oreohelix tenuistriata","Idaho","Idaho",1,1,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Oreohelicidae","Oreohelix"
"Oreohelix variabilis variabilis","Dalles Mountainsnail","Unknown Taxonomic Rank","Legacy Match","Mollusks","Oreohelix variabilis variabilis","Oregon","Oregon",1,1,NA,NA,NA,NA,NA,NA,NA
"Oreohelix vortex","Whorled Mountainsnail","Species","Exact Match","Mollusks","Oreohelix vortex","Idaho","Idaho",1,1,"Species of Concern","Animalia","Mollusca","Gastropoda","Stylommatophora","Oreohelicidae","Oreohelix"
"Oreohelix waltoni","Lava Rock Mountainsnail","Species","Exact Match","Mollusks","Oreohelix waltoni","Idaho","Idaho",1,1,"Species of Concern","Animalia","Mollusca","Gastropoda","Stylommatophora","Oreohelicidae","Oreohelix"
"Oreomystis bairdi","Kauai creeper, akikiki","Species","Exact Match","Birds","Oreomystis bairdi","Hawaii","Hawaii",1,1,"Endangered","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Oreomystis"
"Oreortyx pictus","Mountain Quail","Species","Exact Match","Birds","Oreortyx pictus","Idaho,Nevada,Oregon,Washington","Idaho,Nevada,Oregon,Washington",4,4,"Resolved Taxon","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Oreortyx"
"Oreoscoptes montanus","Sage Thrasher","Species","Exact Match","Birds","Oreoscoptes montanus","Arizona,Montana,Nebraska,New Mexico,Utah,Washington,Wyoming","Arizona,Idaho,Nevada,Washington,Wyoming",7,5,"Species of Concern","Animalia","Chordata","Aves","Passeriformes","Mimidae","Oreoscoptes"
"Orthoptera","grasshoppers, crickets, katydids","Order","Exact Match","Insects","Orthoptera","Hawaii","Hawaii",1,1,NA,"Animalia","Arthropoda","Insecta","Orthoptera",NA,NA
"Osteomeles anthyllidifolia","uulei","Species","Exact Match","Plants","Osteomeles anthyllidifolia","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Osteomeles"
"Ostracion whitleyi","Whitley''s boxfish","Species","Exact Match","Fish","Ostracion whitleyi","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Tetraodontiformes","Ostraciidae","Ostracion"
"Ostrea conchaphila","Olympia oyster","Species","Exact Match","Mollusks","Ostrea conchaphila","","Washington",0,1,NA,"Animalia","Mollusca","Bivalvia","Ostreoida","Ostreidae","Ostrea"
"Ostrea lurida","Olympia Oyster","Species","Exact Match","Mollusks","Ostrea lurida","","Oregon",0,1,NA,"Animalia","Mollusca","Bivalvia","Ostreoida","Ostreidae","Ostrea"
"Ostrea sandvicensis","Hawaiian Oyster","Species","Exact Match","Mollusks","Ostrea sandvicensis","Hawaii","Hawaii",1,1,NA,"Animalia","Mollusca","Bivalvia","Ostreoida","Ostreidae","Ostrea"
"Otus flammeolus","Flammulated owl","Species","Exact Match","Birds","Otus flammeolus","California,Colorado,Idaho,Montana,Oregon,Texas,Washington","Arizona,Colorado,Nevada,Washington",7,4,"Status Undefined","Animalia","Chordata","Aves","Strigiformes","Strigidae","Otus"
"Ovis canadensis","Bighorn Sheep","Species","Exact Match","Mammals","Ovis canadensis","Colorado,Idaho,Utah,Wyoming","Colorado,Idaho,Nevada,Utah,Washington,Wyoming",4,6,"Species of Concern","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
"Ovis canadensis canadensis","Rocky Mountain Bighorn Sheep","Subspecies","Exact Match","Mammals","Ovis canadensis canadensis","Arizona,Nebraska,Nevada,New Mexico","Arizona,Nebraska,Oregon",4,3,NA,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
"Oxymeris gouldi","Gould's auger, pupu loloa, oioi","Species","Followed Accepted AphiaID","Mollusks","Duplicaria gouldi","Hawaii","Hawaii",1,1,NA,"Animalia","Mollusca","Gastropoda","Neogastropoda","Terebridae","Oxymeris"
"Oxyurichthys heisei","ribbon goby","Species","Exact Match","Fish","Oxyurichthys heisei","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Oxyurichthys"
"Oxyurichthys lonchotus","no common name","Species","Exact Match","Fish","Oxyurichthys lonchotus","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Oxyurichthys"
"Pacifastacus connectens","Snake River Pilose Crayfish","Species","Exact Match","Other","Pacifastacus connectens","","Idaho",0,1,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Astacidae","Pacifastacus"
"Padina melemele","no common name","Species","Exact Match","Other","Padina melemele","Hawaii","Hawaii",1,1,NA,"Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Padina"
"Padina thivyi","no common name","Species","Fuzzy Match","Other","Padina thivyae","Hawaii","Hawaii",1,1,NA,"Chromista","Phaeophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Padina"
"Palaemonella burnsi","no common name","Species","Exact Match","Other","Palaemonella burnsi","Hawaii","Hawaii",1,1,"Resolved Taxon","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemonella"
"Palmeria dolei","Crested Honeycreeper, ‘Akohekohe","Species","Exact Match","Birds","Palmeria dolei","Hawaii","Hawaii",1,1,"Endangered","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Palmeria"
"Palythoa psammophilia","toadstool zoanthid","Species","Exact Match","Other Invertebrates","Palythoa psammophilia","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Zoantharia","Sphenopidae","Palythoa"
"Palythoa toxica","toadstool zoanthid","Species","Exact Match","Other Invertebrates","Palythoa toxica","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Zoantharia","Sphenopidae","Palythoa"
"Pandanus tectorius","hala, lauhala","Species","Fuzzy Match","Plants","Pandanus odoratissiumu,Pandanus tectorius","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Pandanales","Pandanaceae","Pandanus"
"Panicum","no common name","Genus","Exact Match","Plants","Panicum spp.","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Panicum"
"Panicum fauriei var. carteri","no common name","Variety","Exact Match","Plants","Panicum fauriei var. carteri","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Panicum"
"Panicum niihauense","lauehu","Species","Exact Match","Plants","Panicum niihauense","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Panicum"
